"w_idx","islandName","baseDate","baseTime","fcstDate","fcstTime","POP","PTY","PCP","REH","SNO","SKY","TMP","TMN","TMX","UUU","VVV","WAV","VEC","WSD","insertDttm"
"17874","여수 연도","20241126","2000","20241126","2100","20","0","강수없음","60","적설없음","3","8","","","10.1","-1.9","0.5","281","10.3","2024-11-26 20:00:01"
"17875","완도 생일도","20241126","2000","20241126","2100","30","0","강수없음","60","적설없음","4","7","","","10.3","-2.3","0.5","282","10.6","2024-11-26 20:00:01"
"17876","완도 소안도","20241126","2000","20241126","2100","30","0","강수없음","65","적설없음","4","8","","","10.2","-2.3","0.5","283","10.5","2024-11-26 20:00:01"
"17877","진도 관매도","20241126","2000","20241126","2100","30","0","강수없음","55","적설없음","4","9","","","10.8","-2.5","0.5","283","11.1","2024-11-26 20:00:01"
"17878","진도 대마도","20241126","2000","20241126","2100","30","0","강수없음","55","적설없음","4","9","","","10.8","-2.5","0.5","283","11.1","2024-11-26 20:00:01"
"17879","여수 대횡간도","20241126","2000","20241126","2100","20","0","강수없음","60","적설없음","3","8","","","10.1","-1.9","0.5","281","10.3","2024-11-26 20:00:01"
"17880","완도 금당도","20241126","2000","20241126","2100","30","0","강수없음","60","적설없음","4","8","","","10.7","-2.3","0.5","282","10.9","2024-11-26 20:00:01"
"17881","완도 여서도","20241126","2000","20241126","2100","30","0","강수없음","65","적설없음","4","7","","","10.7","-2.3","0.5","282","11","2024-11-26 20:00:01"
"17882","영광 안마도","20241126","2000","20241126","2100","30","0","강수없음","60","적설없음","4","7","","","10.6","-1.3","1","277","10.7","2024-11-26 20:00:01"
"17883","신안 우이도","20241126","2000","20241126","2100","30","0","강수없음","60","적설없음","4","8","","","12","-2.5","0.5","282","12.3","2024-11-26 20:00:01"
"17884","여수 손죽도","20241126","2000","20241126","2100","30","0","강수없음","55","적설없음","4","10","","","10.4","-2.5","1","284","10.7","2024-11-26 20:00:01"
"17885","신안 반월박지도","20241126","2300","20241127","0000","30","0","강수없음","75","적설없음","4","7","","","12.3","-3.1","0.5","284","12.7","2024-11-26 23:00:01"
"17886","고흥 연홍도","20241126","2300","20241127","0000","30","0","강수없음","60","적설없음","4","8","","","11.9","-2.6","0.5","282","12.2","2024-11-26 23:00:01"
"17887","강진 가우도","20241126","2300","20241127","0000","30","0","강수없음","70","적설없음","4","6","","","2.3","0","0","270","2.3","2024-11-26 23:00:01"
"17888","여수 낭도","20241126","2300","20241127","0000","30","0","강수없음","60","적설없음","4","8","","","12.2","-2","0.5","279","12.3","2024-11-26 23:00:01"
"17889","진도 금호도","20241126","2300","20241127","0000","30","0","강수없음","65","적설없음","4","7","","","8.6","-2.3","0","285","8.9","2024-11-26 23:00:01"
"17890","목포 외달도","20241126","2300","20241127","0000","30","0","강수없음","75","적설없음","4","5","","","2.9","-0.1","0","273","2.9","2024-11-26 23:00:01"
"17891","여수 송도","20241126","2300","20241127","0000","30","0","강수없음","65","적설없음","4","7","","","12.5","-2","0.5","279","12.6","2024-11-26 23:00:01"
"17892","신안 옥도","20241126","2300","20241127","0000","30","0","강수없음","65","적설없음","4","8","","","12.2","-3","0.5","284","12.6","2024-11-26 23:00:01"
"17893","신안 기점소악도","20241126","2300","20241127","0000","30","0","강수없음","65","적설없음","4","6","","","12.6","-3.1","0.5","284","13","2024-11-26 23:00:01"
"17894","보성 장도","20241126","2300","20241127","0000","30","0","강수없음","75","적설없음","4","5","","","3.3","0.3","0","265","3.4","2024-11-26 23:00:01"
"17895","신안 선도","20241126","2300","20241127","0000","30","0","강수없음","65","적설없음","4","6","","","12.8","-2.9","0.5","283","13.1","2024-11-26 23:00:01"
"17896","무안 탄도","20241126","2300","20241127","0000","30","0","강수없음","60","적설없음","4","6","","","8.1","-1.7","0","282","8.2","2024-11-26 23:00:01"
"17897","신안 고이도","20241126","2300","20241127","0000","30","0","강수없음","60","적설없음","4","6","","","9.2","-2.2","0.5","283","9.5","2024-11-26 23:00:01"
"17898","여수 연도","20241126","2300","20241127","0000","30","0","강수없음","65","적설없음","4","7","","","11.8","-2.1","0.5","280","12","2024-11-26 23:00:01"
"17899","완도 생일도","20241126","2300","20241127","0000","30","0","강수없음","65","적설없음","4","7","","","11.1","-2.8","0.5","284","11.5","2024-11-26 23:00:01"
"17900","완도 소안도","20241126","2300","20241127","0000","30","0","강수없음","70","적설없음","4","8","","","10.6","-2.8","0.5","285","11","2024-11-26 23:00:01"
"17901","진도 관매도","20241126","2300","20241127","0000","30","0","강수없음","55","적설없음","4","9","","","11.1","-2.8","0.5","284","11.4","2024-11-26 23:00:01"
"17902","진도 대마도","20241126","2300","20241127","0000","30","0","강수없음","55","적설없음","4","9","","","11.1","-2.8","0.5","284","11.4","2024-11-26 23:00:01"
"17903","여수 대횡간도","20241126","2300","20241127","0000","30","0","강수없음","65","적설없음","4","7","","","11.8","-2.1","0.5","280","12","2024-11-26 23:00:01"
"17904","완도 금당도","20241126","2300","20241127","0000","30","0","강수없음","60","적설없음","4","8","","","11.7","-2.8","0.5","283","12","2024-11-26 23:00:01"
"17905","완도 여서도","20241126","2300","20241127","0000","30","0","강수없음","70","적설없음","4","7","","","11.4","-2.9","0.5","284","11.8","2024-11-26 23:00:01"
"17906","영광 안마도","20241126","2300","20241127","0000","30","0","강수없음","55","적설없음","4","7","","","12","-2.6","1","282","12.3","2024-11-26 23:00:01"
"17907","신안 우이도","20241126","2300","20241127","0000","30","0","강수없음","65","적설없음","4","8","","","12.4","-3.2","0.5","284","12.8","2024-11-26 23:00:01"
"17908","여수 손죽도","20241126","2300","20241127","0000","60","1","1mm 미만","60","적설없음","4","10","","","12.1","-2.9","1","284","12.4","2024-11-26 23:00:01"
"17909","신안 반월박지도","20241127","0200","20241127","0300","30","0","강수없음","85","적설없음","4","7","","","10.9","-4.2","0.5","291","11.7","2024-11-27 02:00:02"
"17910","고흥 연홍도","20241127","0200","20241127","0300","30","0","강수없음","65","적설없음","4","8","","","11","-2.8","0.5","284","11.4","2024-11-27 02:00:02"
"17911","강진 가우도","20241127","0200","20241127","0300","30","0","강수없음","75","적설없음","4","6","","","2.2","0.4","0","259","2.3","2024-11-27 02:00:02"
"17912","여수 낭도","20241127","0200","20241127","0300","20","0","강수없음","65","적설없음","3","7","","","11.2","-3.2","0.5","286","11.6","2024-11-27 02:00:02"
"17913","진도 금호도","20241127","0200","20241127","0300","30","0","강수없음","75","적설없음","4","7","","","8","-1.6","0","281","8.2","2024-11-27 02:00:02"
"17914","목포 외달도","20241127","0200","20241127","0300","60","1","2.0mm","85","적설없음","4","4","","","2.8","-0.5","0","279","2.9","2024-11-27 02:00:02"
"17915","여수 송도","20241127","0200","20241127","0300","20","0","강수없음","65","적설없음","3","7","","","11.4","-3.3","0.5","286","11.9","2024-11-27 02:00:02"
"17916","신안 옥도","20241127","0200","20241127","0300","60","1","2.0mm","70","적설없음","4","8","","","11","-3.1","0.5","286","11.5","2024-11-27 02:00:02"
"17917","신안 기점소악도","20241127","0200","20241127","0300","30","0","강수없음","75","적설없음","4","6","","","11.4","-4.5","0.5","291","12.3","2024-11-27 02:00:02"
"17918","보성 장도","20241127","0200","20241127","0300","30","0","강수없음","80","적설없음","4","4","","","3.2","0.2","0","267","3.2","2024-11-27 02:00:02"
"17919","신안 선도","20241127","0200","20241127","0300","30","0","강수없음","75","적설없음","4","6","","","11.7","-4.3","0.5","290","12.4","2024-11-27 02:00:02"
"17920","무안 탄도","20241127","0200","20241127","0300","30","0","강수없음","70","적설없음","4","6","","","7.2","-2.8","0","291","7.7","2024-11-27 02:00:02"
"17921","신안 고이도","20241127","0200","20241127","0300","30","0","강수없음","75","적설없음","4","6","","","7.8","-3.5","0.5","294","8.6","2024-11-27 02:00:02"
"17922","여수 연도","20241127","0200","20241127","0300","30","0","강수없음","65","적설없음","4","7","","","10.8","-2.9","0.5","285","11.2","2024-11-27 02:00:02"
"17923","완도 생일도","20241127","0200","20241127","0300","30","0","강수없음","70","적설없음","4","7","","","10.5","-2","0.5","281","10.7","2024-11-27 02:00:02"
"17924","완도 소안도","20241127","0200","20241127","0300","60","1","2.0mm","70","적설없음","4","8","","","10.5","-0.7","0.5","274","10.5","2024-11-27 02:00:02"
"17925","진도 관매도","20241127","0200","20241127","0300","60","1","2.0mm","60","적설없음","4","9","","","10.6","-0.9","0.5","275","10.6","2024-11-27 02:00:02"
"17926","진도 대마도","20241127","0200","20241127","0300","60","1","2.0mm","60","적설없음","4","9","","","10.6","-0.9","0.5","275","10.6","2024-11-27 02:00:02"
"17927","여수 대횡간도","20241127","0200","20241127","0300","30","0","강수없음","65","적설없음","4","7","","","10.8","-2.9","0.5","285","11.2","2024-11-27 02:00:02"
"17928","완도 금당도","20241127","0200","20241127","0300","30","0","강수없음","65","적설없음","4","8","","","10.9","-2.6","0.5","284","11.2","2024-11-27 02:00:02"
"17929","완도 여서도","20241127","0200","20241127","0300","60","1","2.0mm","70","적설없음","4","7","","","11.2","-1.2","0.5","276","11.3","2024-11-27 02:00:02"
"17930","영광 안마도","20241127","0200","20241127","0300","30","0","강수없음","65","적설없음","4","6","","","11.3","-3.3","1","286","11.8","2024-11-27 02:00:02"
"17931","신안 우이도","20241127","0200","20241127","0300","30","0","강수없음","75","적설없음","4","8","","","11.1","-4","0.5","290","11.8","2024-11-27 02:00:02"
"17932","여수 손죽도","20241127","0200","20241127","0300","60","1","1mm 미만","65","적설없음","4","10","","","11.3","-1.6","1","278","11.4","2024-11-27 02:00:02"
"17933","신안 반월박지도","20241127","0500","20241127","0600","60","1","1.0mm","65","적설없음","4","7","","","11.3","-1.5","0.5","278","11.4","2024-11-27 05:00:01"
"17934","고흥 연홍도","20241127","0500","20241127","0600","30","0","강수없음","80","적설없음","4","7","","","6.7","-6.8","0.5","316","9.6","2024-11-27 05:00:01"
"17935","강진 가우도","20241127","0500","20241127","0600","30","0","강수없음","90","적설없음","4","5","","","0","-0.4","0","359","0.4","2024-11-27 05:00:01"
"17936","여수 낭도","20241127","0500","20241127","0600","30","0","강수없음","70","적설없음","4","6","","","8.4","-5.4","0.5","303","10","2024-11-27 05:00:01"
"17937","진도 금호도","20241127","0500","20241127","0600","60","1","1.0mm","80","적설없음","4","6","","","6.5","-3","0","295","7.2","2024-11-27 05:00:01"
"17938","목포 외달도","20241127","0500","20241127","0600","30","0","강수없음","90","적설없음","4","4","","","0.6","0.8","0","217","1","2024-11-27 05:00:01"
"17939","여수 송도","20241127","0500","20241127","0600","30","0","강수없음","75","적설없음","4","6","","","8.6","-5.5","0.5","302","10.2","2024-11-27 05:00:01"
"17940","신안 옥도","20241127","0500","20241127","0600","60","1","1.0mm","70","적설없음","4","8","","","11","-1.9","0.5","280","11.2","2024-11-27 05:00:01"
"17941","신안 기점소악도","20241127","0500","20241127","0600","60","1","1.0mm","60","적설없음","4","7","","","11.5","-0.9","0.5","275","11.5","2024-11-27 05:00:01"
"17942","보성 장도","20241127","0500","20241127","0600","30","0","강수없음","90","적설없음","4","3","","","1.8","-0.7","0","292","1.9","2024-11-27 05:00:01"
"17943","신안 선도","20241127","0500","20241127","0600","60","1","1.0mm","60","적설없음","4","6","","","11.7","-1.2","0.5","276","11.7","2024-11-27 05:00:01"
"17944","무안 탄도","20241127","0500","20241127","0600","60","1","1.0mm","60","적설없음","4","6","","","7.3","-0.9","0","277","7.4","2024-11-27 05:00:01"
"17945","신안 고이도","20241127","0500","20241127","0600","60","1","1.0mm","65","적설없음","4","6","","","8.2","-1.3","0.5","279","8.3","2024-11-27 05:00:01"
"17946","여수 연도","20241127","0500","20241127","0600","30","0","강수없음","75","적설없음","4","6","","","8.3","-6.1","0.5","306","10.3","2024-11-27 05:00:01"
"17947","완도 생일도","20241127","0500","20241127","0600","30","0","강수없음","85","적설없음","4","5","","","5.2","-8.3","0.5","328","9.8","2024-11-27 05:00:01"
"17948","완도 소안도","20241127","0500","20241127","0600","60","1","1.0mm","85","적설없음","4","7","","","7.4","-6.7","0.5","312","10","2024-11-27 05:00:01"
"17949","진도 관매도","20241127","0500","20241127","0600","60","1","1.0mm","70","적설없음","4","8","","","10.2","-4.1","0.5","292","11","2024-11-27 05:00:01"
"17950","진도 대마도","20241127","0500","20241127","0600","60","1","1.0mm","70","적설없음","4","8","","","10.2","-4.1","0.5","292","11","2024-11-27 05:00:01"
"17951","여수 대횡간도","20241127","0500","20241127","0600","30","0","강수없음","75","적설없음","4","6","","","8.3","-6.1","0.5","306","10.3","2024-11-27 05:00:01"
"17952","완도 금당도","20241127","0500","20241127","0600","30","0","강수없음","80","적설없음","4","7","","","6.1","-7.3","0.5","320","9.5","2024-11-27 05:00:01"
"17953","완도 여서도","20241127","0500","20241127","0600","60","1","1.0mm","85","적설없음","4","6","","","6.2","-8.4","0.5","324","10.5","2024-11-27 05:00:01"
"17954","영광 안마도","20241127","0500","20241127","0600","30","0","강수없음","60","적설없음","4","7","","","10.7","-0.9","1","275","10.7","2024-11-27 05:00:01"
"17955","신안 우이도","20241127","0500","20241127","0600","30","0","강수없음","65","적설없음","4","8","","","11.2","-0.6","0.5","273","11.2","2024-11-27 05:00:01"
"17956","여수 손죽도","20241127","0500","20241127","0600","60","1","1mm 미만","75","적설없음","4","9","","","8.4","-7.3","1","311","11.2","2024-11-27 05:00:01"
"17957","신안 반월박지도","20241127","0800","20241127","0900","60","1","1mm 미만","80","적설없음","4","7","","","14.3","-6.5","0.5","295","15.7","2024-11-27 08:00:02"
"17958","고흥 연홍도","20241127","0800","20241127","0900","30","0","강수없음","75","적설없음","4","8","","","9.3","5.4","0.5","240","10.7","2024-11-27 08:00:02"
"17959","강진 가우도","20241127","0800","20241127","0900","60","1","2.0mm","80","적설없음","4","7","","","3","2.3","0","232","3.8","2024-11-27 08:00:02"
"17960","여수 낭도","20241127","0800","20241127","0900","30","0","강수없음","65","적설없음","4","8","","","8.1","4.2","0.5","242","9.1","2024-11-27 08:00:02"
"17961","진도 금호도","20241127","0800","20241127","0900","60","1","1mm 미만","80","적설없음","4","6","","","10.2","0.7","0","266","10.2","2024-11-27 08:00:02"
"17962","목포 외달도","20241127","0800","20241127","0900","60","1","1mm 미만","90","적설없음","4","5","","","4.1","0.5","0","263","4.1","2024-11-27 08:00:02"
"17963","여수 송도","20241127","0800","20241127","0900","30","0","강수없음","65","적설없음","4","8","","","8.3","3.9","0.5","245","9.1","2024-11-27 08:00:02"
"17964","신안 옥도","20241127","0800","20241127","0900","60","1","1mm 미만","80","적설없음","4","7","","","15.1","-3.3","0.5","282","15.4","2024-11-27 08:00:02"
"17965","신안 기점소악도","20241127","0800","20241127","0900","60","1","1mm 미만","80","적설없음","4","6","","","12.6","-8.8","0.5","305","15.4","2024-11-27 08:00:02"
"17966","보성 장도","20241127","0800","20241127","0900","30","0","강수없음","85","적설없음","4","5","","","1.5","2.5","0","211","2.9","2024-11-27 08:00:02"
"17967","신안 선도","20241127","0800","20241127","0900","60","1","1mm 미만","80","적설없음","4","6","","","12.9","-8.4","0.5","303","15.4","2024-11-27 08:00:02"
"17968","무안 탄도","20241127","0800","20241127","0900","60","1","1mm 미만","80","적설없음","4","5","","","9.6","-6.4","0","304","11.5","2024-11-27 08:00:02"
"17969","신안 고이도","20241127","0800","20241127","0900","60","1","1mm 미만","80","적설없음","4","6","","","10.5","-6","0.5","300","12.1","2024-11-27 08:00:02"
"17970","여수 연도","20241127","0800","20241127","0900","30","0","강수없음","65","적설없음","4","8","","","9.1","2","0.5","258","9.3","2024-11-27 08:00:02"
"17971","완도 생일도","20241127","0800","20241127","0900","60","1","1mm 미만","75","적설없음","4","7","","","11.3","4","0.5","250","12","2024-11-27 08:00:02"
"17972","완도 소안도","20241127","0800","20241127","0900","60","1","1mm 미만","70","적설없음","4","9","","","12.6","2.5","0.5","259","12.9","2024-11-27 08:00:02"
"17973","진도 관매도","20241127","0800","20241127","0900","60","1","1mm 미만","75","적설없음","4","8","","","14.2","0","0.5","270","14.2","2024-11-27 08:00:02"
"17974","진도 대마도","20241127","0800","20241127","0900","60","1","1mm 미만","75","적설없음","4","8","","","14.2","0","0.5","270","14.2","2024-11-27 08:00:02"
"17975","여수 대횡간도","20241127","0800","20241127","0900","30","0","강수없음","65","적설없음","4","8","","","9.1","2","0.5","258","9.3","2024-11-27 08:00:02"
"17976","완도 금당도","20241127","0800","20241127","0900","60","1","1mm 미만","75","적설없음","4","8","","","9.9","4.8","0.5","244","11","2024-11-27 08:00:02"
"17977","완도 여서도","20241127","0800","20241127","0900","60","1","1mm 미만","70","적설없음","4","8","","","12.7","2.8","0.5","258","13","2024-11-27 08:00:02"
"17978","영광 안마도","20241127","0800","20241127","0900","60","1","1mm 미만","70","적설없음","4","7","","","12.1","-4.7","1","291","13","2024-11-27 08:00:02"
"17979","신안 우이도","20241127","0800","20241127","0900","60","1","1mm 미만","80","적설없음","4","7","","","14.5","-7.6","0.5","298","16.4","2024-11-27 08:00:02"
"17980","여수 손죽도","20241127","0800","20241127","0900","30","0","강수없음","70","적설없음","4","10","","","11.6","0.8","1","266","11.6","2024-11-27 08:00:02"
"17981","신안 반월박지도","20241127","1100","20241127","1200","60","1","1mm 미만","60","적설없음","4","8","","","13.9","-3.3","0.5","283","14.3","2024-11-27 11:00:02"
"17982","고흥 연홍도","20241127","1100","20241127","1200","30","0","강수없음","65","적설없음","4","9","","","12","-3.4","0.5","286","12.4","2024-11-27 11:00:02"
"17983","강진 가우도","20241127","1100","20241127","1200","30","0","강수없음","60","적설없음","4","8","","","4.9","-1.4","0","286","5.1","2024-11-27 11:00:02"
"17984","여수 낭도","20241127","1100","20241127","1200","20","0","강수없음","70","적설없음","3","9","","","13.2","-4.1","0.5","287","13.8","2024-11-27 11:00:02"
"17985","진도 금호도","20241127","1100","20241127","1200","60","1","1mm 미만","60","적설없음","4","8","","","9.1","-2.2","0","284","9.4","2024-11-27 11:00:02"
"17986","목포 외달도","20241127","1100","20241127","1200","60","1","1mm 미만","60","적설없음","4","7","","","5.3","-1.3","0","284","5.4","2024-11-27 11:00:02"
"17987","여수 송도","20241127","1100","20241127","1200","60","1","2.0mm","70","적설없음","4","9","","","13.6","-4.3","0.5","288","14.3","2024-11-27 11:00:02"
"17988","신안 옥도","20241127","1100","20241127","1200","60","1","1mm 미만","60","적설없음","4","8","","","13.9","-3.2","0.5","283","14.3","2024-11-27 11:00:02"
"17989","신안 기점소악도","20241127","1100","20241127","1200","60","1","1mm 미만","60","적설없음","4","8","","","14.4","-2.8","0.5","281","14.6","2024-11-27 11:00:02"
"17990","보성 장도","20241127","1100","20241127","1200","20","0","강수없음","75","적설없음","3","8","","","4.8","-0.5","0","276","4.9","2024-11-27 11:00:02"
"17991","신안 선도","20241127","1100","20241127","1200","60","1","1.0mm","60","적설없음","4","8","","","14.5","-2.6","0.5","280","14.7","2024-11-27 11:00:02"
"17992","무안 탄도","20241127","1100","20241127","1200","60","1","1.0mm","60","적설없음","4","7","","","10.4","-1.8","0","280","10.6","2024-11-27 11:00:02"
"17993","신안 고이도","20241127","1100","20241127","1200","60","1","1mm 미만","60","적설없음","4","7","","","10.6","-2.3","0.5","282","10.8","2024-11-27 11:00:02"
"17994","여수 연도","20241127","1100","20241127","1200","60","1","1mm 미만","65","적설없음","4","9","","","15.5","-4.7","0.5","287","16.2","2024-11-27 11:00:02"
"17995","완도 생일도","20241127","1100","20241127","1200","60","1","1mm 미만","65","적설없음","4","8","","","13.1","-3.9","0.5","287","13.7","2024-11-27 11:00:02"
"17996","완도 소안도","20241127","1100","20241127","1200","60","1","1mm 미만","60","적설없음","4","10","","","13.8","-3.1","0.5","283","14.1","2024-11-27 11:00:02"
"17997","진도 관매도","20241127","1100","20241127","1200","60","1","1mm 미만","60","적설없음","4","9","","","13.6","-2.8","0.5","282","13.9","2024-11-27 11:00:02"
"17998","진도 대마도","20241127","1100","20241127","1200","60","1","1mm 미만","60","적설없음","4","9","","","13.6","-2.8","0.5","282","13.9","2024-11-27 11:00:02"
"17999","여수 대횡간도","20241127","1100","20241127","1200","60","1","1mm 미만","65","적설없음","4","9","","","15.5","-4.7","0.5","287","16.2","2024-11-27 11:00:02"
"18000","완도 금당도","20241127","1100","20241127","1200","60","1","1mm 미만","65","적설없음","4","9","","","12","-3.6","0.5","287","12.5","2024-11-27 11:00:02"
"18001","완도 여서도","20241127","1100","20241127","1200","60","1","1mm 미만","65","적설없음","4","9","","","15","-3.8","0.5","284","15.5","2024-11-27 11:00:02"
"18002","영광 안마도","20241127","1100","20241127","1200","60","1","1mm 미만","60","적설없음","4","8","","","14.7","-2.2","1.5","279","14.9","2024-11-27 11:00:02"
"18003","신안 우이도","20241127","1100","20241127","1200","60","1","1mm 미만","60","적설없음","4","8","","","14.5","-3.6","0.5","284","15","2024-11-27 11:00:02"
"18004","여수 손죽도","20241127","1100","20241127","1200","60","1","1mm 미만","65","적설없음","4","10","","","17.5","-4.5","1.5","284","18","2024-11-27 11:00:02"
"18005","신안 반월박지도","20241127","1400","20241127","1500","60","1","1mm 미만","65","적설없음","4","8","","","13.5","-2","0.5","278","13.6","2024-11-27 14:00:01"
"18006","고흥 연홍도","20241127","1400","20241127","1500","30","0","강수없음","70","적설없음","4","8","","","12.7","-3.1","0.5","284","13.1","2024-11-27 14:00:01"
"18007","강진 가우도","20241127","1400","20241127","1500","30","0","강수없음","60","적설없음","4","6","","","6.7","-1.6","0","283","6.9","2024-11-27 14:00:01"
"18008","여수 낭도","20241127","1400","20241127","1500","60","1","2.0mm","65","적설없음","4","9","","","12.3","-2.9","0.5","283","12.7","2024-11-27 14:00:01"
"18009","진도 금호도","20241127","1400","20241127","1500","30","0","강수없음","60","적설없음","4","7","","","10.9","-1.2","0","277","10.9","2024-11-27 14:00:01"
"18010","목포 외달도","20241127","1400","20241127","1500","60","1","1.0mm","60","적설없음","4","6","","","7.1","-1.4","0","281","7.3","2024-11-27 14:00:01"
"18011","여수 송도","20241127","1400","20241127","1500","60","1","1mm 미만","65","적설없음","4","9","","","12.6","-2.8","0.5","282","12.9","2024-11-27 14:00:01"
"18012","신안 옥도","20241127","1400","20241127","1500","60","1","1mm 미만","65","적설없음","4","8","","","13.7","-1.7","0.5","277","13.8","2024-11-27 14:00:01"
"18013","신안 기점소악도","20241127","1400","20241127","1500","60","1","1mm 미만","60","적설없음","4","7","","","13.4","-2","0.5","279","13.5","2024-11-27 14:00:01"
"18014","보성 장도","20241127","1400","20241127","1500","60","1","2.0mm","65","적설없음","4","7","","","5.4","-0.9","0","280","5.5","2024-11-27 14:00:01"
"18015","신안 선도","20241127","1400","20241127","1500","60","1","1mm 미만","60","적설없음","4","7","","","13.4","-2.1","0.5","279","13.6","2024-11-27 14:00:01"
"18016","무안 탄도","20241127","1400","20241127","1500","30","0","강수없음","55","적설없음","4","7","","","10","-1.7","0","280","10.2","2024-11-27 14:00:01"
"18017","신안 고이도","20241127","1400","20241127","1500","60","1","1mm 미만","60","적설없음","4","7","","","10.7","-1.7","0.5","279","10.8","2024-11-27 14:00:01"
"18018","여수 연도","20241127","1400","20241127","1500","60","1","1mm 미만","60","적설없음","4","9","","","13.1","-2.7","0.5","282","13.4","2024-11-27 14:00:01"
"18019","완도 생일도","20241127","1400","20241127","1500","60","1","1mm 미만","70","적설없음","4","7","","","13.7","-3","0.5","282","14.1","2024-11-27 14:00:01"
"18020","완도 소안도","20241127","1400","20241127","1500","60","1","1mm 미만","70","적설없음","4","9","","","14.8","-2","0.5","278","14.9","2024-11-27 14:00:01"
"18021","진도 관매도","20241127","1400","20241127","1500","60","1","1mm 미만","65","적설없음","4","9","","","14","-1.6","0.5","277","14.1","2024-11-27 14:00:01"
"18022","진도 대마도","20241127","1400","20241127","1500","60","1","1mm 미만","65","적설없음","4","9","","","14","-1.6","0.5","277","14.1","2024-11-27 14:00:01"
"18023","여수 대횡간도","20241127","1400","20241127","1500","60","1","1mm 미만","60","적설없음","4","9","","","13.1","-2.7","0.5","282","13.4","2024-11-27 14:00:01"
"18024","완도 금당도","20241127","1400","20241127","1500","30","0","강수없음","70","적설없음","4","8","","","12.9","-3.2","0.5","284","13.3","2024-11-27 14:00:01"
"18025","완도 여서도","20241127","1400","20241127","1500","60","1","1mm 미만","70","적설없음","4","8","","","15","-2.6","0.5","280","15.3","2024-11-27 14:00:01"
"18026","영광 안마도","20241127","1400","20241127","1500","60","1","1mm 미만","60","적설없음","4","7","","","13.5","-2.1","1","279","13.6","2024-11-27 14:00:01"
"18027","신안 우이도","20241127","1400","20241127","1500","60","1","1mm 미만","65","적설없음","4","8","","","13.9","-1.9","0.5","278","14","2024-11-27 14:00:01"
"18028","여수 손죽도","20241127","1400","20241127","1500","60","1","1.0mm","70","적설없음","4","10","","","15","-2.6","1.5","280","15.2","2024-11-27 14:00:01"
"18029","신안 반월박지도","20241127","1700","20241127","1800","60","1","1mm 미만","60","적설없음","4","6","","","14.9","-3.5","0.5","283","15.3","2024-11-27 17:00:01"
"18030","고흥 연홍도","20241127","1700","20241127","1800","60","1","2.0mm","55","적설없음","4","7","","","13.5","-3.5","0.5","285","13.9","2024-11-27 17:00:01"
"18031","강진 가우도","20241127","1700","20241127","1800","30","0","강수없음","60","적설없음","4","6","","","3.9","0","0","270","3.9","2024-11-27 17:00:01"
"18032","여수 낭도","20241127","1700","20241127","1800","60","1","2.0mm","55","적설없음","4","7","","","14","-3.1","0.5","283","14.4","2024-11-27 17:00:01"
"18033","진도 금호도","20241127","1700","20241127","1800","60","1","1mm 미만","55","적설없음","4","6","","","11.3","-3.2","0","286","11.8","2024-11-27 17:00:01"
"18034","목포 외달도","20241127","1700","20241127","1800","30","0","강수없음","55","적설없음","4","4","","","5.2","-0.7","0","278","5.2","2024-11-27 17:00:01"
"18035","여수 송도","20241127","1700","20241127","1800","60","1","1.0mm","60","적설없음","4","6","","","14.3","-3.1","0.5","282","14.7","2024-11-27 17:00:01"
"18036","신안 옥도","20241127","1700","20241127","1800","60","1","1mm 미만","55","적설없음","4","7","","","14.8","-3.9","0.5","285","15.3","2024-11-27 17:00:01"
"18037","신안 기점소악도","20241127","1700","20241127","1800","60","1","1mm 미만","60","적설없음","4","6","","","14.9","-3","0.5","281","15.2","2024-11-27 17:00:01"
"18038","보성 장도","20241127","1700","20241127","1800","60","2","2.0mm","60","적설없음","4","4","","","4.4","0.3","0","266","4.4","2024-11-27 17:00:01"
"18039","신안 선도","20241127","1700","20241127","1800","60","1","1mm 미만","55","적설없음","4","6","","","15","-3","0.5","281","15.3","2024-11-27 17:00:01"
"18040","무안 탄도","20241127","1700","20241127","1800","60","1","1.0mm","50","적설없음","4","6","","","10.4","-2.1","0","282","10.6","2024-11-27 17:00:01"
"18041","신안 고이도","20241127","1700","20241127","1800","60","1","1.0mm","50","적설없음","4","5","","","11.5","-2.4","0.5","282","11.7","2024-11-27 17:00:01"
"18042","여수 연도","20241127","1700","20241127","1800","60","1","1mm 미만","60","적설없음","4","7","","","13","-3","0.5","283","13.3","2024-11-27 17:00:01"
"18043","완도 생일도","20241127","1700","20241127","1800","60","1","1mm 미만","60","적설없음","4","6","","","12.1","-3.5","0.5","286","12.6","2024-11-27 17:00:01"
"18044","완도 소안도","20241127","1700","20241127","1800","60","1","1mm 미만","60","적설없음","4","7","","","12.4","-3.4","0.5","285","12.9","2024-11-27 17:00:01"
"18045","진도 관매도","20241127","1700","20241127","1800","60","1","1mm 미만","50","적설없음","4","7","","","12.8","-3.8","0.5","286","13.4","2024-11-27 17:00:01"
"18046","진도 대마도","20241127","1700","20241127","1800","60","1","1mm 미만","50","적설없음","4","7","","","12.8","-3.8","0.5","286","13.4","2024-11-27 17:00:01"
"18047","여수 대횡간도","20241127","1700","20241127","1800","60","1","1mm 미만","60","적설없음","4","7","","","13","-3","0.5","283","13.3","2024-11-27 17:00:01"
